,tmax,year,tmin,humid,cloud,sunshine,date,day,rainfall,station_id,Date,wind,month,tavg,snow
121,27.6,2019,7.4,37.6,0.9,12.7,20190502,2,0.0,98,2019-05-02,2.2,5,16.7,0.0
122,27.4,2019,6.4,44.9,0.8,12.5,20190503,3,0.0,98,2019-05-03,1.4,5,16.7,0.0
123,28.0,2019,8.9,50.8,6.0,11.1,20190504,4,0.0,98,2019-05-04,1.0,5,18.2,0.0
124,28.0,2019,10.3,45.5,4.3,12.1,20190505,5,0.0,98,2019-05-05,2.3,5,18.5,0.0
125,20.7,2019,8.8,31.0,1.1,12.7,20190506,6,0.0,98,2019-05-06,2.4,5,13.7,0.0
126,23.4,2019,4.5,42.6,0.0,12.6,20190507,7,0.0,98,2019-05-07,2.3,5,14.1,0.0
127,23.5,2019,7.0,56.3,5.4,12.4,20190508,8,0.0,98,2019-05-08,1.8,5,15.0,0.0
128,24.0,2019,9.8,51.1,2.8,11.5,20190509,9,0.0,98,2019-05-09,2.0,5,16.0,0.0
129,28.1,2019,6.6,51.9,3.4,12.3,20190510,10,0.0,98,2019-05-10,1.2,5,17.3,0.0
130,29.3,2019,9.9,50.1,1.4,12.6,20190511,11,0.0,98,2019-05-11,1.2,5,19.7,0.0
131,28.8,2019,11.0,53.6,4.0,12.4,20190512,12,0.0,98,2019-05-12,1.2,5,20.1,0.0
132,22.2,2019,12.8,61.1,9.0,0.8,20190513,13,0.0,98,2019-05-13,1.3,5,17.1,0.0
133,27.2,2019,10.0,57.4,3.1,12.7,20190514,14,0.0,98,2019-05-14,1.4,5,18.2,0.0
134,27.9,2019,10.6,61.4,5.5,11.6,20190515,15,0.0,98,2019-05-15,1.2,5,18.9,0.0
135,29.7,2019,13.3,61.6,1.8,12.5,20190516,16,0.0,98,2019-05-16,1.3,5,21.2,0.0
136,28.4,2019,13.6,60.9,8.3,7.6,20190517,17,0.0,98,2019-05-17,0.7,5,21.4,0.0
137,27.6,2019,17.7,55.9,5.6,6.5,20190518,18,0.0,98,2019-05-18,1.6,5,22.3,0.0
138,21.2,2019,16.3,93.9,8.4,0.0,20190519,19,20.7,98,2019-05-19,1.1,5,18.6,0.0
139,19.8,2019,10.9,72.1,10.0,8.7,20190520,20,6.5,98,2019-05-20,3.6,5,15.9,0.0
140,24.6,2019,9.5,59.9,0.0,12.4,20190521,21,0.0,98,2019-05-21,2.7,5,16.7,0.0
141,26.3,2019,9.6,59.1,0.6,12.5,20190522,22,0.0,98,2019-05-22,2.3,5,17.8,0.0
142,29.2,2019,10.3,59.3,2.0,12.9,20190523,23,0.0,98,2019-05-23,1.4,5,19.9,0.0
143,32.8,2019,12.2,62.1,1.1,12.6,20190524,24,0.0,98,2019-05-24,1.3,5,22.6,0.0
144,28.3,2019,16.2,61.0,7.0,8.7,20190525,25,0.0,98,2019-05-25,1.2,5,21.7,0.0
145,31.1,2019,14.8,52.8,6.1,12.1,20190526,26,0.0,98,2019-05-26,1.7,5,22.2,0.0
146,20.3,2019,13.1,86.5,9.6,0.0,20190527,27,7.3,98,2019-05-27,2.3,5,16.9,0.0
147,25.0,2019,8.8,58.0,0.0,13.1,20190528,28,0.0,98,2019-05-28,2.1,5,17.0,0.0
148,27.1,2019,10.7,59.5,0.1,13.1,20190529,29,0.0,98,2019-05-29,1.9,5,18.7,0.0
149,25.7,2019,11.0,58.8,8.0,8.2,20190530,30,0.0,98,2019-05-30,2.1,5,18.6,0.0
150,24.6,2019,13.9,60.3,3.6,11.1,20190531,31,0.0,98,2019-05-31,2.6,5,18.6,0.0
151,24.3,2019,11.6,70.9,6.0,10.9,20190601,1,0.0,98,2019-06-01,1.7,6,17.7,0.0
152,27.4,2019,11.6,58.0,1.6,12.3,20190602,2,0.0,98,2019-06-02,1.4,6,19.5,0.0
153,28.9,2019,12.3,56.4,1.8,12.4,20190603,3,0.0,98,2019-06-03,1.4,6,21.5,0.0
154,28.6,2019,15.1,69.6,3.4,12.6,20190604,4,0.0,98,2019-06-04,2.0,6,21.7,0.0
155,29.8,2019,17.5,78.5,4.3,8.5,20190605,5,0.0,98,2019-06-05,1.3,6,21.9,0.0
156,23.3,2019,16.3,91.0,8.6,0.0,20190606,6,4.5,98,2019-06-06,1.0,6,19.2,0.0
157,23.6,2019,16.0,85.3,7.8,5.0,20190607,7,24.0,98,2019-06-07,1.8,6,18.8,0.0
158,27.1,2019,12.2,74.0,6.5,12.0,20190608,8,0.0,98,2019-06-08,1.0,6,20.0,0.0
159,25.6,2019,16.3,79.5,8.8,5.5,20190609,9,0.0,98,2019-06-09,1.2,6,20.2,0.0
160,21.3,2019,14.5,79.5,7.9,0.5,20190610,10,6.0,98,2019-06-10,0.9,6,17.7,0.0
161,25.9,2019,13.1,65.5,4.4,11.5,20190611,11,0.0,98,2019-06-11,1.0,6,19.1,0.0
162,27.8,2019,13.1,70.1,1.6,11.7,20190612,12,0.0,98,2019-06-12,1.4,6,20.4,0.0
163,28.5,2019,14.3,65.4,3.4,12.5,20190613,13,0.0,98,2019-06-13,1.4,6,21.6,0.0
164,28.3,2019,16.2,68.3,7.4,6.8,20190614,14,0.0,98,2019-06-14,1.1,6,21.1,0.0
165,28.3,2019,15.3,76.5,4.4,10.2,20190615,15,2.1,98,2019-06-15,1.6,6,19.8,0.0
166,28.4,2019,14.0,69.4,4.5,10.8,20190616,16,0.0,98,2019-06-16,1.3,6,20.8,0.0
167,27.1,2019,17.3,69.8,5.9,10.7,20190617,17,0.0,98,2019-06-17,1.7,6,21.3,0.0
168,22.6,2019,16.0,89.1,8.8,0.4,20190618,18,24.1,98,2019-06-18,0.8,6,18.8,0.0
