,cloud,sunshine,day,month,tmax,wind,date,rainfall,station_id,tmin,snow,Date,year,humid,tavg
151,5.0,8.6,31,5,29.0,1.5,20200531,0.0,127,13.3,0.0,2020-05-31,2020,58.9,21.6
152,5.3,9.9,1,6,26.3,2.8,20200601,1.0,127,13.8,0.0,2020-06-01,2020,60.3,19.7
153,8.8,1.6,2,6,25.3,1.1,20200602,0.0,127,11.6,0.0,2020-06-02,2020,58.1,18.8
154,5.1,7.0,3,6,28.2,1.0,20200603,0.4,127,17.0,0.0,2020-06-03,2020,72.8,21.8
155,3.1,9.8,4,6,30.5,1.9,20200604,0.0,127,19.6,0.0,2020-06-04,2020,66.6,25.0
156,4.9,8.1,5,6,29.9,1.4,20200605,0.0,127,20.1,0.0,2020-06-05,2020,66.3,24.1
157,4.0,11.1,6,6,30.1,1.8,20200606,0.0,127,17.0,0.0,2020-06-06,2020,57.1,23.7
158,4.0,6.6,7,6,29.0,1.2,20200607,0.0,127,17.7,0.0,2020-06-07,2020,58.5,22.7
159,1.1,11.7,8,6,31.7,1.1,20200608,0.0,127,18.3,0.0,2020-06-08,2020,67.6,24.9
160,2.3,12.1,9,6,33.8,1.2,20200609,0.0,127,18.1,0.0,2020-06-09,2020,61.9,26.0
161,6.6,9.6,10,6,33.7,1.2,20200610,31.0,127,19.0,0.0,2020-06-10,2020,65.4,25.7
162,5.0,7.9,11,6,31.6,1.1,20200611,7.9,127,20.7,0.0,2020-06-11,2020,75.6,25.4
163,9.6,0.8,12,6,27.8,0.8,20200612,1.4,127,20.5,0.0,2020-06-12,2020,82.3,23.6
164,6.3,9.6,13,6,32.5,1.6,20200613,2.9,127,19.7,0.0,2020-06-13,2020,70.5,25.0
165,6.3,5.0,14,6,28.3,2.1,20200614,7.5,127,20.8,0.0,2020-06-14,2020,78.1,23.9
166,6.5,10.2,15,6,28.7,1.8,20200615,0.0,127,15.8,0.0,2020-06-15,2020,65.5,22.4
167,5.6,8.5,16,6,29.3,1.1,20200616,0.0,127,15.1,0.0,2020-06-16,2020,68.4,22.1
168,8.5,6.0,17,6,29.1,1.2,20200617,0.0,127,16.7,0.0,2020-06-17,2020,67.3,23.2
169,9.0,0.1,18,6,24.5,0.8,20200618,0.0,127,17.8,0.0,2020-06-18,2020,75.0,21.0
170,6.4,4.8,19,6,28.7,1.4,20200619,0.0,127,17.5,0.0,2020-06-19,2020,74.3,22.3
171,4.6,10.1,20,6,30.6,1.7,20200620,0.0,127,18.2,0.0,2020-06-20,2020,67.3,24.7
172,4.6,9.2,21,6,32.3,1.0,20200621,0.0,127,20.7,0.0,2020-06-21,2020,66.5,25.7
173,1.8,12.3,22,6,34.4,1.3,20200622,0.0,127,19.6,0.0,2020-06-22,2020,63.3,27.1
174,7.9,8.8,23,6,33.7,1.3,20200623,0.0,127,20.8,0.0,2020-06-23,2020,62.5,26.6
175,9.3,0.0,24,6,25.6,2.1,20200624,9.3,127,19.8,0.0,2020-06-24,2020,74.0,22.4
176,9.0,0.0,25,6,23.8,0.8,20200625,1.6,127,20.0,0.0,2020-06-25,2020,90.3,21.3
177,9.0,4.5,26,6,27.5,2.0,20200626,0.1,127,19.3,0.0,2020-06-26,2020,79.3,22.1
178,7.3,5.5,27,6,28.5,0.9,20200627,0.0,127,19.0,0.0,2020-06-27,2020,75.0,23.2
179,3.0,9.0,28,6,30.3,1.3,20200628,0.0,127,18.6,0.0,2020-06-28,2020,73.3,23.9
180,8.1,1.9,29,6,27.0,2.0,20200629,20.6,127,17.9,0.0,2020-06-29,2020,78.9,22.5
181,7.4,0.0,30,6,22.0,1.9,20200630,28.4,127,17.2,0.0,2020-06-30,2020,89.9,20.0
182,8.6,0.0,1,7,22.4,1.0,20200701,10.5,127,16.7,0.0,2020-07-01,2020,87.9,18.9
183,6.9,9.4,2,7,29.5,1.1,20200702,0.0,127,16.7,0.0,2020-07-02,2020,70.6,23.6
184,9.1,1.3,3,7,26.1,1.5,20200703,0.5,127,17.7,0.0,2020-07-03,2020,74.5,21.5
185,8.1,7.7,4,7,27.8,1.2,20200704,1.1,127,17.2,0.0,2020-07-04,2020,74.1,22.1
186,8.0,6.9,5,7,28.5,1.0,20200705,0.0,127,19.0,0.0,2020-07-05,2020,75.6,23.4
187,6.4,6.3,6,7,29.8,1.3,20200706,0.0,127,18.7,0.0,2020-07-06,2020,75.4,24.2
